survey_week,beach_section_initials,beach,species,species_type,total
2018-11-12,SNO,SOUTH,SNPL,Shorebird,41
2018-11-12,SSO,SOUTH,BBPL,Shorebird,4
2018-11-12,SSO,SOUTH,SAND,Shorebird,30
2018-11-12,SSO,SOUTH,SNPL,Shorebird,28
2018-11-12,WAL,SOUTH,BBPL,Shorebird,7
2018-11-12,WAL,SOUTH,CAGU,Gull,1
2018-11-12,WAL,SOUTH,SAND,Shorebird,10
2018-11-12,WAL,SOUTH,SNPL,Shorebird,28
2018-11-12,WAL,SOUTH,YELL,Shorebird,2
2017-11-13,MIN,NORTH,BBPL,Shorebird,16
2017-11-13,MIN,NORTH,LBCU,Shorebird,2
2017-11-13,MIN,NORTH,SAND,Shorebird,95
2017-11-13,MIN,NORTH,SNPL,Shorebird,14
2017-11-13,MIN,NORTH,SPSA,Shorebird,2
2017-11-13,PNO,PURISIMA,BBPL,Shorebird,4
2017-11-13,PNO,PURISIMA,BUOW,Raptor,1
2017-11-13,PNO,PURISIMA,SAND,Shorebird,5
2017-11-13,PNO,PURISIMA,SNPL,Shorebird,1
2017-11-13,PNO,PURISIMA,WEGU,Gull,2
2017-11-13,SAN,NORTH,BBPL,Shorebird,35
2017-11-13,SAN,NORTH,CAGU,Gull,25
2017-11-13,SAN,NORTH,LBCU,Shorebird,1
2017-11-13,SAN,NORTH,MERL,Raptor,1
2017-11-13,SAN,NORTH,SAND,Shorebird,158
2017-11-13,SAN,NORTH,SNPL,Shorebird,33
2017-11-13,SAN,NORTH,WEGU,Gull,26
2017-11-13,SAN,NORTH,WHIM,Shorebird,5
2017-11-13,SHN,NORTH,BBPL,Shorebird,22
2017-11-13,SHN,NORTH,CAGU,Gull,12
2017-11-13,SHN,NORTH,ELTE,Tern,1
2017-11-13,SHN,NORTH,HEEG,Gull,10
2017-11-13,SHN,NORTH,LBCU,Shorebird,5
2017-11-13,SHN,NORTH,SAND,Shorebird,125
2017-11-13,SHN,NORTH,SNPL,Shorebird,14
2017-11-13,SHN,NORTH,WEGU,Gull,10
2017-11-13,SHS,NORTH,BBPL,Shorebird,12
2017-11-13,SHS,NORTH,LBCU,Shorebird,5
2017-11-13,SHS,NORTH,SAND,Shorebird,97
2017-11-13,SHS,NORTH,SNPL,Shorebird,1
2017-11-13,SHS,NORTH,WEGU,Gull,1
2017-11-13,SNO,SOUTH,BBPL,Shorebird,13
2017-11-13,SNO,SOUTH,BLTU,Shorebird,2
2017-11-13,SNO,SOUTH,LBCU,Shorebird,8
2017-11-13,SNO,SOUTH,MAGO,Shorebird,1
2017-11-13,SNO,SOUTH,RUTU,Shorebird,1
2017-11-13,SNO,SOUTH,SAND,Shorebird,64
2017-11-13,SNO,SOUTH,SNPL,Shorebird,54
2017-11-13,SSO,SOUTH,CAGU,Gull,1
2017-11-13,SSO,SOUTH,LBCU,Shorebird,4
2017-11-13,SSO,SOUTH,RTHA,Raptor,1
2017-11-13,SSO,SOUTH,SAND,Shorebird,220
2017-11-13,SSO,SOUTH,SNPL,Shorebird,10
2017-11-13,SSO,SOUTH,WEGU,Gull,4
2017-11-13,WAL,SOUTH,BBPL,Shorebird,8
2017-11-13,WAL,SOUTH,CAGU,Gull,40
2017-11-13,WAL,SOUTH,DOWI,Shorebird,4
2017-11-13,WAL,SOUTH,LBCU,Shorebird,6
2017-11-13,WAL,SOUTH,SAND,Shorebird,18
2017-11-13,WAL,SOUTH,SNPL,Shorebird,29
2017-11-13,WAL,SOUTH,WESA,Shorebird,3
2015-11-16,MIN,NORTH,BBPL,Shorebird,15
2015-11-16,MIN,NORTH,CAGU,Gull,2
2015-11-16,MIN,NORTH,HEEG,Gull,44
2015-11-16,MIN,NORTH,LBCU,Shorebird,15
2015-11-16,MIN,NORTH,MAGO,Shorebird,2
2015-11-16,MIN,NORTH,ROTE,Tern,4
2015-11-16,MIN,NORTH,SAND,Shorebird,220
2015-11-16,MIN,NORTH,SNPL,Shorebird,25
2015-11-16,MIN,NORTH,WEGU,Gull,1
2015-11-16,PNO,PURISIMA,BBPL,Shorebird,4
2015-11-16,PNO,PURISIMA,SAND,Shorebird,53
2015-11-16,PNO,PURISIMA,SNPL,Shorebird,15
2015-11-16,SAN,NORTH,CAGU,Gull,2
2015-11-16,SAN,NORTH,LBCU,Shorebird,2
2015-11-16,SAN,NORTH,PEFA,Raptor,3
2015-11-16,SAN,NORTH,SAND,Shorebird,57
2015-11-16,SAN,NORTH,SNPL,Shorebird,47
2015-11-16,SAN,NORTH,WEGU,Gull,18
2015-11-16,SHN,NORTH,BBPL,Shorebird,26
2015-11-16,SHN,NORTH,HEEG,Gull,1
2015-11-16,SHN,NORTH,KILL,Shorebird,1
2015-11-16,SHN,NORTH,LBCU,Shorebird,3
2015-11-16,SHN,NORTH,SAND,Shorebird,64
2015-11-16,SHN,NORTH,SNPL,Shorebird,20
2015-11-16,SHN,NORTH,WEGU,Gull,1
2015-11-16,SHS,NORTH,BBPL,Shorebird,14
2015-11-16,SHS,NORTH,LBCU,Shorebird,1
2015-11-16,SHS,NORTH,MERL,Raptor,1
2015-11-16,SHS,NORTH,SAND,Shorebird,77
2015-11-16,SHS,NORTH,SNPL,Shorebird,24
2015-11-16,SHS,NORTH,WEGU,Gull,1
2015-11-16,SNO,SOUTH,BBPL,Shorebird,7
2015-11-16,SNO,SOUTH,PEFA,Raptor,1
2015-11-16,SNO,SOUTH,SAND,Shorebird,27
2015-11-16,SNO,SOUTH,SNPL,Shorebird,38
2015-11-16,SSO,SOUTH,BBPL,Shorebird,1
2015-11-16,SSO,SOUTH,SAND,Shorebird,121
2015-11-16,SSO,SOUTH,SNPL,Shorebird,43
2015-11-16,SSO,SOUTH,WEGU,Gull,1
2015-11-16,WAL,SOUTH,BBPL,Shorebird,4
2015-11-16,WAL,SOUTH,SAND,Shorebird,42
2015-11-16,WAL,SOUTH,SEPL,Shorebird,1
2015-11-16,WAL,SOUTH,SNPL,Shorebird,21
2015-11-16,WAL,SOUTH,WEGU,Gull,1
2014-11-24,MIN,NORTH,CAGU,Gull,5
2014-11-24,MIN,NORTH,HEEG,Gull,210
2014-11-24,MIN,NORTH,LBCU,Shorebird,3
2014-11-24,MIN,NORTH,MAGO,Shorebird,1
2014-11-24,MIN,NORTH,ROTE,Tern,1
2014-11-24,MIN,NORTH,SNPL,Shorebird,7
2014-11-24,MIN,NORTH,WEGU,Gull,3
2014-11-24,MIN,NORTH,WESA,Shorebird,1
2014-11-24,PNO,PURISIMA,BBPL,Shorebird,79
2014-11-24,PNO,PURISIMA,KILL,Shorebird,1
2014-11-24,PNO,PURISIMA,SAND,Shorebird,80
2014-11-24,PNO,PURISIMA,SNPL,Shorebird,7
2014-11-24,SAN,NORTH,BBPL,Shorebird,113
2014-11-24,SAN,NORTH,CAGU,Gull,151
2014-11-24,SAN,NORTH,HEEG,Gull,89
2014-11-24,SAN,NORTH,HERG,Gull,4
2014-11-24,SAN,NORTH,ROTE,Tern,30
2014-11-24,SAN,NORTH,RTHA,Raptor,1
2014-11-24,SAN,NORTH,SAND,Shorebird,330
2014-11-24,SAN,NORTH,SNPL,Shorebird,26
2014-11-24,SAN,NORTH,WEGU,Gull,11
2014-11-24,SHN,NORTH,CAGU,Gull,46
2014-11-24,SHN,NORTH,gull,Gull,5
2014-11-24,SHN,NORTH,HEEG,Gull,735
2014-11-24,SHN,NORTH,KILL,Shorebird,1
2014-11-24,SHN,NORTH,LBCU,Shorebird,5
2014-11-24,SHN,NORTH,ROTE,Tern,6
2014-11-24,SHN,NORTH,SAND,Shorebird,1500
2014-11-24,SHN,NORTH,SNPL,Shorebird,1
2014-11-24,SHN,NORTH,WEGU,Gull,10
2014-11-24,SHS,NORTH,BBPL,Shorebird,21
2014-11-24,SHS,NORTH,CAGU,Gull,18
2014-11-24,SHS,NORTH,LBCU,Shorebird,2
2014-11-24,SHS,NORTH,MAGO,Shorebird,2
2014-11-24,SHS,NORTH,peeps,Shorebird,1
2014-11-24,SHS,NORTH,SAND,Shorebird,1901
2014-11-24,SHS,NORTH,SNPL,Shorebird,48
2014-11-24,SNO,SOUTH,BBPL,Shorebird,7
2014-11-24,SNO,SOUTH,RUTU,Shorebird,2
2014-11-24,SNO,SOUTH,SAND,Shorebird,7
2014-11-24,SNO,SOUTH,SNPL,Shorebird,70
2014-11-24,SNO,SOUTH,SURF,Shorebird,3
2014-11-24,SSO,SOUTH,BBPL,Shorebird,7
2014-11-24,SSO,SOUTH,SAND,Shorebird,120
2014-11-24,SSO,SOUTH,SNPL,Shorebird,44
2014-11-24,WAL,SOUTH,BBPL,Shorebird,5
2014-11-24,WAL,SOUTH,BLTU,Shorebird,4
2014-11-24,WAL,SOUTH,SAND,Shorebird,63
2014-11-24,WAL,SOUTH,SNPL,Shorebird,42
2014-11-24,WAL,SOUTH,WEGU,Gull,1
2016-11-28,MIN,NORTH,BBPL,Shorebird,1
2016-11-28,MIN,NORTH,SNPL,Shorebird,7
2016-11-28,MIN,NORTH,WEGU,Gull,1
2016-11-28,PNO,PURISIMA,SAND,Shorebird,15
2016-11-28,SAN,NORTH,SAND,Shorebird,81
2016-11-28,SAN,NORTH,SNPL,Shorebird,19
2016-11-28,SAN,NORTH,WEGU,Gull,8
2016-11-28,SHN,NORTH,SAND,Shorebird,131
2016-11-28,SHN,NORTH,SNPL,Shorebird,2
2016-11-28,SHS,NORTH,BBPL,Shorebird,2
2016-11-28,SHS,NORTH,SAND,Shorebird,75
2016-11-28,SHS,NORTH,SNPL,Shorebird,15
2016-11-28,SNO,SOUTH,BBPL,Shorebird,3
2016-11-28,SNO,SOUTH,LBCU,Shorebird,3
2016-11-28,SNO,SOUTH,SAND,Shorebird,355
2016-11-28,SNO,SOUTH,SNPL,Shorebird,48
2016-11-28,SSO,SOUTH,SNPL,Shorebird,22
2016-11-28,WAL,SOUTH,BBPL,Shorebird,1
2016-11-28,WAL,SOUTH,SNPL,Shorebird,20
2018-12-10,MIN,NORTH,LBCU,Shorebird,22
2018-12-10,MIN,NORTH,SAND,Shorebird,99
2018-12-10,MIN,NORTH,SNPL,Shorebird,14
2018-12-10,MIN,NORTH,WEGU,Gull,1
2018-12-10,PNO,PURISIMA,SAND,Shorebird,18
2018-12-10,PNO,PURISIMA,SNPL,Shorebird,2
2018-12-10,SAN,NORTH,BBPL,Shorebird,1
2018-12-10,SAN,NORTH,CAGU,Gull,1
2018-12-10,SAN,NORTH,RTHA,Raptor,1
2018-12-10,SAN,NORTH,SAND,Shorebird,87
2018-12-10,SAN,NORTH,SNPL,Shorebird,62
2018-12-10,SAN,NORTH,WEGU,Gull,1
2018-12-10,SHN,NORTH,BBPL,Shorebird,3
2018-12-10,SHN,NORTH,LBCU,Shorebird,1
2018-12-10,SHN,NORTH,PEFA,Raptor,1
2018-12-10,SHN,NORTH,SAND,Shorebird,52
2018-12-10,SHN,NORTH,SNPL,Shorebird,39
2018-12-10,SHN,NORTH,TUVU,Raptor,3
2018-12-10,SHN,NORTH,WEGU,Gull,3
2018-12-10,SHS,NORTH,BBPL,Shorebird,10
2018-12-10,SHS,NORTH,SAND,Shorebird,122
2018-12-10,SHS,NORTH,SNPL,Shorebird,14
2018-12-10,SHS,NORTH,TUVU,Raptor,1
2018-12-10,SNO,SOUTH,AMKE,Raptor,2
2018-12-10,SNO,SOUTH,BBPL,Shorebird,1
2018-12-10,SNO,SOUTH,MEGU,Gull,7
2018-12-10,SNO,SOUTH,ROTE,Tern,1
2018-12-10,SNO,SOUTH,SAND,Shorebird,107
2018-12-10,SNO,SOUTH,SNPL,Shorebird,62
2018-12-10,SNO,SOUTH,WEGU,Gull,12
2018-12-10,SSO,SOUTH,RTHA,Raptor,1
2018-12-10,SSO,SOUTH,SNPL,Shorebird,14
2018-12-10,WAL,SOUTH,BBPL,Shorebird,8
2018-12-10,WAL,SOUTH,BLTU,Shorebird,1
2018-12-10,WAL,SOUTH,DOWI,Shorebird,5
2018-12-10,WAL,SOUTH,DUNL,Shorebird,8
2018-12-10,WAL,SOUTH,KILL,Shorebird,1
2018-12-10,WAL,SOUTH,SAND,Shorebird,59
2018-12-10,WAL,SOUTH,SEPL,Shorebird,1
2018-12-10,WAL,SOUTH,SNPL,Shorebird,34
2018-12-10,WAL,SOUTH,WEGU,Gull,2
2018-12-10,WAL,SOUTH,YELL,Shorebird,1
2015-12-14,MIN,NORTH,BBPL,Shorebird,2
2015-12-14,MIN,NORTH,LBCU,Shorebird,1
2015-12-14,MIN,NORTH,SAND,Shorebird,3
2015-12-14,MIN,NORTH,SNPL,Shorebird,13
2015-12-14,MIN,NORTH,WEGU,Gull,1
2015-12-14,MIN,NORTH,WHIM,Shorebird,2
2015-12-14,PNO,PURISIMA,BBPL,Shorebird,4
2015-12-14,PNO,PURISIMA,SAND,Shorebird,8
2015-12-14,PNO,PURISIMA,SNPL,Shorebird,4
2015-12-14,PNO,PURISIMA,SPSA,Shorebird,1
2015-12-14,SAN,NORTH,BLTU,Shorebird,1
2015-12-14,SAN,NORTH,CAGU,Gull,7
2015-12-14,SAN,NORTH,HERG,Gull,1
2015-12-14,SAN,NORTH,SAND,Shorebird,54
2015-12-14,SAN,NORTH,SNPL,Shorebird,53
2015-12-14,SAN,NORTH,WEGU,Gull,12
2015-12-14,SHN,NORTH,BBPL,Shorebird,12
2015-12-14,SHN,NORTH,LBCU,Shorebird,8
2015-12-14,SHN,NORTH,SAND,Shorebird,21
2015-12-14,SHN,NORTH,SNPL,Shorebird,20
2015-12-14,SHS,NORTH,BBPL,Shorebird,3
2015-12-14,SHS,NORTH,SAND,Shorebird,22
2015-12-14,SHS,NORTH,SNPL,Shorebird,19
2015-12-14,SNO,SOUTH,AMKE,Raptor,1
2015-12-14,SNO,SOUTH,SAND,Shorebird,11
2015-12-14,SNO,SOUTH,SNPL,Shorebird,26
2015-12-14,SSO,SOUTH,MAGO,Shorebird,4
2015-12-14,SSO,SOUTH,SAND,Shorebird,142
2015-12-14,SSO,SOUTH,SNPL,Shorebird,26
2015-12-14,WAL,SOUTH,CAGU,Gull,70
2015-12-14,WAL,SOUTH,ROTE,Tern,15
2015-12-14,WAL,SOUTH,SAND,Shorebird,37
2015-12-14,WAL,SOUTH,SEPL,Shorebird,3
2015-12-14,WAL,SOUTH,SNPL,Shorebird,26
2015-12-14,WAL,SOUTH,WEGU,Gull,11
2014-12-15,SNO,SOUTH,BBPL,Shorebird,7
2014-12-15,SNO,SOUTH,MAGO,Shorebird,6
2014-12-15,SNO,SOUTH,RUTU,Shorebird,1
2014-12-15,SNO,SOUTH,SAND,Shorebird,1
2014-12-15,SNO,SOUTH,SNPL,Shorebird,89
2014-12-15,SSO,SOUTH,RTHA,Raptor,1
2014-12-15,SSO,SOUTH,SEPL,Shorebird,1
2014-12-15,SSO,SOUTH,SNPL,Shorebird,54
2014-12-15,SSO,SOUTH,WEGU,Gull,1
2014-12-15,WAL,SOUTH,BBPL,Shorebird,54
2014-12-15,WAL,SOUTH,CAGU,Gull,60
2014-12-15,WAL,SOUTH,RTHA,Raptor,1
2014-12-15,WAL,SOUTH,RUTU,Shorebird,1
2014-12-15,WAL,SOUTH,SNPL,Shorebird,3
2014-12-15,WAL,SOUTH,WEGU,Gull,40
2014-12-15,WAL,SOUTH,WHIM,Shorebird,1
2014-12-15,WAL,SOUTH,YELL,Shorebird,1
2017-12-18,MIN,NORTH,BBPL,Shorebird,9
2017-12-18,MIN,NORTH,CAGU,Gull,1
2017-12-18,MIN,NORTH,SAND,Shorebird,29
2017-12-18,MIN,NORTH,SNPL,Shorebird,22
2017-12-18,MIN,NORTH,WEGU,Gull,1
2017-12-18,PCO,PURISIMA,PEFA,Raptor,1
2017-12-18,PNO,PURISIMA,BBPL,Shorebird,21
2017-12-18,PNO,PURISIMA,SAND,Shorebird,4
2017-12-18,SAN,NORTH,BBPL,Shorebird,44
2017-12-18,SAN,NORTH,CAGU,Gull,1
2017-12-18,SAN,NORTH,KILL,Shorebird,1
2017-12-18,SAN,NORTH,SAND,Shorebird,50
2017-12-18,SAN,NORTH,SNPL,Shorebird,37
2017-12-18,SAN,NORTH,WEGU,Gull,9
2017-12-18,SHN,NORTH,BBPL,Shorebird,23
2017-12-18,SHN,NORTH,LBCU,Shorebird,13
2017-12-18,SHN,NORTH,SAND,Shorebird,53
2017-12-18,SHN,NORTH,SNPL,Shorebird,22
2017-12-18,SHS,NORTH,BBPL,Shorebird,15
2017-12-18,SHS,NORTH,LBCU,Shorebird,1
2017-12-18,SHS,NORTH,SAND,Shorebird,54
2017-12-18,SHS,NORTH,SNPL,Shorebird,13
2017-12-18,SNO,SOUTH,BBPL,Shorebird,12
2017-12-18,SNO,SOUTH,SAND,Shorebird,31
2017-12-18,SNO,SOUTH,SNPL,Shorebird,32
2017-12-18,SSO,SOUTH,BBPL,Shorebird,9
2017-12-18,SSO,SOUTH,RTHA,Raptor,1
2017-12-18,SSO,SOUTH,SAND,Shorebird,119
2017-12-18,SSO,SOUTH,SNPL,Shorebird,24
2017-12-18,WAL,SOUTH,AMAV,Shorebird,7
2017-12-18,WAL,SOUTH,BBPL,Shorebird,5
2017-12-18,WAL,SOUTH,CAGU,Gull,80
2017-12-18,WAL,SOUTH,DOWI,Shorebird,4
2017-12-18,WAL,SOUTH,KILL,Shorebird,1
2017-12-18,WAL,SOUTH,LESA,Shorebird,1
2017-12-18,WAL,SOUTH,MEGU,Gull,10
2017-12-18,WAL,SOUTH,SAND,Shorebird,16
2017-12-18,WAL,SOUTH,SNPL,Shorebird,24
2017-12-18,WAL,SOUTH,YELL,Shorebird,1
2014-12-22,MIN,NORTH,CAGU,Gull,10
2014-12-22,MIN,NORTH,HEEG,Gull,121
2014-12-22,MIN,NORTH,WEGU,Gull,5
2014-12-22,PNO,PURISIMA,BBPL,Shorebird,13
2014-12-22,PNO,PURISIMA,SAND,Shorebird,28
2014-12-22,PNO,PURISIMA,SNPL,Shorebird,12
2014-12-22,PNO,PURISIMA,WEGU,Gull,1
2014-12-22,SAN,NORTH,BBPL,Shorebird,41
2014-12-22,SAN,NORTH,CAGU,Gull,15
2014-12-22,SAN,NORTH,GWGU,Gull,1
2014-12-22,SAN,NORTH,HEEG,Gull,68
2014-12-22,SAN,NORTH,PEFA,Raptor,1
2014-12-22,SAN,NORTH,ROTE,Tern,9
2014-12-22,SAN,NORTH,SAND,Shorebird,12
2014-12-22,SAN,NORTH,SNPL,Shorebird,2
2014-12-22,SAN,NORTH,WEGU,Gull,23
2014-12-22,SHN,NORTH,CAGU,Gull,8
2014-12-22,SHN,NORTH,HEEG,Gull,238
2014-12-22,SHN,NORTH,ROTE,Tern,3
2014-12-22,SHN,NORTH,SAND,Shorebird,1800
2014-12-22,SHN,NORTH,WEGU,Gull,13
2014-12-22,SHS,NORTH,LBCU,Shorebird,2
2014-12-22,SHS,NORTH,SAND,Shorebird,1000
2014-12-22,SHS,NORTH,SNPL,Shorebird,10
2016-12-26,MIN,NORTH,SAND,Shorebird,80
2016-12-26,MIN,NORTH,WEGU,Gull,7
2016-12-26,PNO,PURISIMA,MERL,Raptor,1
2016-12-26,PNO,PURISIMA,SAND,Shorebird,5
2016-12-26,PNO,PURISIMA,SNPL,Shorebird,6
2016-12-26,SAN,NORTH,CAGU,Gull,1
2016-12-26,SAN,NORTH,SAND,Shorebird,10
2016-12-26,SAN,NORTH,SNPL,Shorebird,10
2016-12-26,SHN,NORTH,SAND,Shorebird,174
2016-12-26,SHN,NORTH,SNPL,Shorebird,22
2016-12-26,SHS,NORTH,BBPL,Shorebird,2
2016-12-26,SHS,NORTH,SAND,Shorebird,81
2016-12-26,SHS,NORTH,SNPL,Shorebird,14
2016-12-26,SHS,NORTH,WEGU,Gull,1
2016-12-26,SNO,SOUTH,LBCU,Shorebird,2
2016-12-26,SNO,SOUTH,SAND,Shorebird,50
2016-12-26,SNO,SOUTH,SNPL,Shorebird,46
2016-12-26,SNO,SOUTH,WEGU,Gull,2
2016-12-26,SSO,SOUTH,LBCU,Shorebird,2
2016-12-26,SSO,SOUTH,SAND,Shorebird,343
2016-12-26,SSO,SOUTH,SEPL,Shorebird,1
2016-12-26,SSO,SOUTH,SNPL,Shorebird,29
2016-12-26,SSO,SOUTH,WEGU,Gull,1
2016-12-26,WAL,SOUTH,BBPL,Shorebird,1
2016-12-26,WAL,SOUTH,SAND,Shorebird,69
2016-12-26,WAL,SOUTH,SNPL,Shorebird,28
2016-12-26,WAL,SOUTH,WEGU,Gull,1
2013-12-09,MIN,NORTH,CAGU,Gull,15
2013-12-09,MIN,NORTH,HEEG,Gull,311
2013-12-09,MIN,NORTH,WEGU,Gull,10
2013-12-09,MIN,NORTH,WHIM,Shorebird,3
2013-12-09,SAN,NORTH,NOHA,Raptor,1
2013-12-09,SAN,NORTH,SNPL,Shorebird,36
2013-12-09,SAN,NORTH,WEGU,Gull,3
2013-12-09,SHN,NORTH,BBPL,Shorebird,200
2013-12-09,SHN,NORTH,CAGU,Gull,78
2013-12-09,SHN,NORTH,HEEG,Gull,294
2013-12-09,SHN,NORTH,SNPL,Shorebird,55
2013-12-09,SHN,NORTH,WEGU,Gull,98
2013-12-09,SHN,NORTH,WHIM,Shorebird,20
2013-12-09,SHS,NORTH,BBPL,Shorebird,46
2013-12-09,SHS,NORTH,CAGU,Gull,18
2013-12-09,SHS,NORTH,HEEG,Gull,13
2013-12-09,SHS,NORTH,LBCU,Shorebird,3
2013-12-09,SHS,NORTH,SNPL,Shorebird,4
2013-12-09,SHS,NORTH,WEGU,Gull,14
2013-12-09,SHS,NORTH,WHIM,Shorebird,3
2013-12-09,SNO,SOUTH,BBPL,Shorebird,22
2013-12-09,SNO,SOUTH,SAND,Shorebird,176
2013-12-09,SNO,SOUTH,SNPL,Shorebird,66
2013-12-09,SNO,SOUTH,WEGU,Gull,4
2013-12-09,SSO,SOUTH,BBPL,Shorebird,22
2013-12-09,SSO,SOUTH,CAGU,Gull,1
2013-12-09,SSO,SOUTH,KILL,Shorebird,1
2013-12-09,SSO,SOUTH,LESA,Shorebird,2
2013-12-09,SSO,SOUTH,SAND,Shorebird,80
2013-12-09,SSO,SOUTH,SNPL,Shorebird,85
2013-12-09,SSO,SOUTH,WEGU,Gull,1
2013-12-09,WAL,SOUTH,BBPL,Shorebird,7
2013-12-09,WAL,SOUTH,CAGU,Gull,150
2013-12-09,WAL,SOUTH,HEEG,Gull,6
2013-12-09,WAL,SOUTH,SAND,Shorebird,28
2013-12-09,WAL,SOUTH,SNPL,Shorebird,54
2013-12-09,WAL,SOUTH,WEGU,Gull,4
2014-02-10,MIN,NORTH,CAGU,Gull,23
2014-02-10,MIN,NORTH,HEEG,Gull,1
2014-02-10,MIN,NORTH,HERG,Gull,1
2014-02-10,MIN,NORTH,LBCU,Shorebird,1
2014-02-10,MIN,NORTH,WEGU,Gull,1
2014-02-10,PNO,PURISIMA,BBPL,Shorebird,155
2014-02-10,PNO,PURISIMA,SAND,Shorebird,1200
2014-02-10,PNO,PURISIMA,SNPL,Shorebird,29
2014-02-10,PNO,PURISIMA,WEGU,Gull,5
2014-02-10,SAN,NORTH,SAND,Shorebird,1
2014-02-10,SAN,NORTH,SNPL,Shorebird,103
2014-02-10,SAN,NORTH,WEGU,Gull,8
2014-02-10,SHN,NORTH,CAGU,Gull,1
2014-02-10,SHN,NORTH,SAND,Shorebird,1
2014-02-10,SHN,NORTH,SNPL,Shorebird,8
2014-02-10,SHN,NORTH,WEGU,Gull,1
2014-02-10,SNO,SOUTH,BBPL,Shorebird,70
2014-02-10,SNO,SOUTH,CAGU,Gull,12
2014-02-10,SNO,SOUTH,KILL,Shorebird,2
2014-02-10,SNO,SOUTH,SAND,Shorebird,630
2014-02-10,SNO,SOUTH,SNPL,Shorebird,102
2014-02-10,SNO,SOUTH,WEGU,Gull,12
2014-02-10,SSO,SOUTH,AMKE,Raptor,1
2014-02-10,SSO,SOUTH,BBPL,Shorebird,12
2014-02-10,SSO,SOUTH,SAND,Shorebird,212
2014-02-10,SSO,SOUTH,SNPL,Shorebird,108
2014-02-10,WAL,SOUTH,KILL,Shorebird,1
2016-02-15,MIN,NORTH,SAND,Shorebird,111
2016-02-15,MIN,NORTH,SNPL,Shorebird,10
2016-02-15,PNO,PURISIMA,SAND,Shorebird,15
2016-02-15,SAN,NORTH,SAND,Shorebird,315
2016-02-15,SAN,NORTH,SNPL,Shorebird,23
2016-02-15,SAN,NORTH,WEGU,Gull,2
2016-02-15,SHN,NORTH,SAND,Shorebird,174
2016-02-15,SHS,NORTH,SAND,Shorebird,85
2016-02-15,SNO,SOUTH,AMKE,Raptor,2
2016-02-15,SNO,SOUTH,CAGU,Gull,1
2016-02-15,SNO,SOUTH,SAND,Shorebird,198
2016-02-15,SNO,SOUTH,SNPL,Shorebird,20
2016-02-15,SNO,SOUTH,WEGU,Gull,1
2016-02-15,SSO,SOUTH,SAND,Shorebird,161
2016-02-15,SSO,SOUTH,SNPL,Shorebird,45
2016-02-15,WAL,SOUTH,BBPL,Shorebird,19
2016-02-15,WAL,SOUTH,CAGU,Gull,1
2016-02-15,WAL,SOUTH,SAND,Shorebird,87
2016-02-15,WAL,SOUTH,SNPL,Shorebird,36
2016-02-15,WAL,SOUTH,WEGU,Gull,3
2015-02-16,SNO,SOUTH,BBPL,Shorebird,8
2015-02-16,SNO,SOUTH,SAND,Shorebird,82
2015-02-16,SNO,SOUTH,SNPL,Shorebird,33
2015-02-16,SSO,SOUTH,LBCU,Shorebird,2
2015-02-16,SSO,SOUTH,SAND,Shorebird,860
2015-02-16,SSO,SOUTH,SNPL,Shorebird,79
2015-02-16,WAL,SOUTH,BBPL,Shorebird,4
2015-02-16,WAL,SOUTH,CAGU,Gull,55
2015-02-16,WAL,SOUTH,HERG,Gull,2
2015-02-16,WAL,SOUTH,KILL,Shorebird,1
2015-02-16,WAL,SOUTH,SAND,Shorebird,405
2015-02-16,WAL,SOUTH,SNPL,Shorebird,23
2015-02-16,WAL,SOUTH,WEGU,Gull,10
2015-02-16,WAL,SOUTH,WILL,Shorebird,6
2019-02-18,SNO,SOUTH,AMKE,Raptor,1
2019-02-18,SNO,SOUTH,CAGU,Gull,1
2019-02-18,SNO,SOUTH,SAND,Shorebird,70
2019-02-18,SNO,SOUTH,SNPL,Shorebird,36
2019-02-18,SNO,SOUTH,WEGU,Gull,4
2019-02-18,SSO,SOUTH,SAND,Shorebird,99
2019-02-18,SSO,SOUTH,SNPL,Shorebird,32
2018-02-19,MIN,NORTH,LBCU,Shorebird,2
2018-02-19,MIN,NORTH,SAND,Shorebird,2
2018-02-19,MIN,NORTH,SNPL,Shorebird,8
2018-02-19,PNO,PURISIMA,BBPL,Shorebird,1
2018-02-19,PNO,PURISIMA,SAND,Shorebird,21
2018-02-19,PNO,PURISIMA,SNPL,Shorebird,3
2018-02-19,SAN,NORTH,BBPL,Shorebird,27
2018-02-19,SAN,NORTH,SAND,Shorebird,178
2018-02-19,SAN,NORTH,SNPL,Shorebird,19
2018-02-19,SHN,NORTH,BBPL,Shorebird,3
2018-02-19,SHN,NORTH,LBCU,Shorebird,8
2018-02-19,SHN,NORTH,PEFA,Raptor,1
2018-02-19,SHN,NORTH,SAND,Shorebird,51
2018-02-19,SHN,NORTH,SNPL,Shorebird,13
2018-02-19,SHS,NORTH,BBPL,Shorebird,1
2018-02-19,SHS,NORTH,PEFA,Raptor,1
2018-02-19,SHS,NORTH,SAND,Shorebird,50
2018-02-19,SHS,NORTH,SNPL,Shorebird,9
2018-02-19,SNO,SOUTH,AMKE,Raptor,1
2018-02-19,SNO,SOUTH,BBPL,Shorebird,9
2018-02-19,SNO,SOUTH,SAND,Shorebird,161
2018-02-19,SNO,SOUTH,SNPL,Shorebird,24
2018-02-19,SSO,SOUTH,RTHA,Raptor,1
